title,category,secondary_category,type
sate padang di warteg,makanan,makanan,pengeluaran
rezeki nomplok ulng tahun,hadiah,sumbangan,pemasukan
bli skincare baru,belanja,kecantikan,pengeluaran
beli minuman bajigur,minuman,jajanan,pengeluaran
bayar akupunktur,kesehatan,prosedur,pengeluaran
dpat kado dari tman,hadiah,kado,pemasukan
bayar ke shopee insentif,tagihan,tagihan,pengeluaran
jajaan spaghetti,makanan,makanan,pengeluaran
gaji pegawai bulan ini,gaji,gaji,pemasukan
ojek online pagi,transport,online,pengeluaran
bellli charger,belanja,elektronik,pengeluaran
beli pakaian di indomaret,belanja,fashion,pengeluaran
obnus kinerja cair,gaji,bonus,pemasukan
trima thr dari oru,hadiah,hadiah,pemasukan
naik gojek bolak balik,transport,online,pengeluaran
booking hotel ke bali,hiburan,liburan,pengeluaran
meenang giveaway dari keuarga,hadiah,undian,pemasukan
nerima komisi dari klien,gaji,komisi,pemasukan
biaya pukesmas,kesehatan,konsul,pengeluaran
nerima komisi penjualan dari gojek,gaji,komisi,pemasukan
mnang undiaan,hadiah,hadiah,pemasukan
ngopi di mixue,minuman,jajanan,pengeluaran
sewa rumah bulanan,tagihan,tagihan,pengeluaran
hadiah undian ulang tahun,hadiah,undian,pemasukan
gaji mingguan,gaji,gaji,pemasukan
hadiah poiin dari tante,hadiah,hadiah,pemasukan
pdam,tagihan,utilitas,pengeluaran
bakso urat di food court,makanan,makanan,pengeluaran
kemeja blilbi,belanja,fashion,pengeluaran
uang saku dari saudara,hadiah,sumbangan,pemasukan
periksa scaling,kesehatan,prosedur,pengeluaran
pesan mnman es teh manis,minuman,jajanan,pengeluaran
makeup blibbli,belanja,kecantikan,pengeluaran
kirim ke gaji staff,tagihan,tagihan,pengeluaran
beli jaket di blibli,belanja,fashion,pengeluaran
angkot ke kantor,transport,umum,pengeluaran
batik air ke jakarta,transport,transport,pengeluaran
beli tissue,belanja,harian,pengeluaran
kasih komisi reseller,tagihan,gaji_pihak3,pengeluaran
dapat uang lembur,gaji,komisi,pemasukan
ke usg,kesehatan,prosedur,pengeluaran
terima insentif mitra,gaji,bonus,pemasukan
mnman soda,minuman,jajanan,pengeluaran
dikirimmi uang dari saudara,hadiah,hadiah,pemasukan
transfer komisi penjualan ke tomoro,tagihan,gaji_pihak3,pengeluaran
gaji freelance dari perusahaan,gaji,gaji,pemasukan
beli makup di blibli,belanja,online_shop,pengeluaran
biaya lab,kesehatan,prosedur,pengeluaran
beli century di apotik,kesehatan,apotek,pengeluaran
buku shopee,belanja,online_shop,pengeluaran
masuk gaji tetap,gaji,gaji,pemasukan
eswa paintball,hiburan,aktivitas,pengeluaran
bpjs ketenagakerjaan tiap bulan,tagihan,asuransi,pengeluaran
trktiran balk dari ortu,hadiah,reward,pemasukan
dapet gaji ke rekening,gaji,gaji,pemasukan
naik grab bike ke rumah sakit,transport,online,pengeluaran
rgocery di apsar,belanja,belanja,pengeluaran
belanja gaint,belanja,belanja,pengeluaran
telkomsel,tagihan,internet_pulsa,pengeluaran
fish n chips di rumah makan,makanan,makanan,pengeluaran
menerima tnujangan jabatan,gaji,gaji,pemasukan
sewa sepdea,hiburan,aktivitas,pengeluaran
capcay bareng keuarga,makanan,makanan,pengeluaran
dpaat kado kemarin,hadiah,kado,pemasukan
booking hoteel ke bandung,hiburan,hiburan,pengeluaran
order teh tarik,minuman,jajanan,pengeluaran
hbo go,hiburan,streaming,pengeluaran
uang lembur ke rkening,gaji,komisi,pemasukan
dapet tunjangan kinerja,gaji,bonus,pemasukan
kiriman ortu,hadiah,sumbangan,pemasukan
pesan amkan bakmi,makanan,makanan,pengeluaran
udang di rumah mkaan,makanan,makanan,pengeluaran
naik lrt pulang,transport,umum,pengeluaran
beli mnman kopi,minuman,jajanan,pengeluaran
bayar pdam,tagihan,utilitas,pengeluaran
kirim komisi proyek ke perusahaan,tagihan,gaji_pihak3,pengeluaran
dapet pneghasian bulanan,gaji,gaji,pemasukan
vitamin c tiap blan,kesehatan,obat,pengeluaran
biaaya panjat tebing,hiburan,aktivitas,pengeluaran
pesan es campur,minuman,jajanan,pengeluaran
belanja di carrefour,belanja,belanja,pengeluaran
bayar reosrt,hiburan,hiburan,pengeluaran
transfer insentif ke agn,tagihan,tagihan,pengeluaran
order iakn bakar siang tadi,makanan,makanan,pengeluaran
es campur kenangan signature,minuman,jajanan,pengeluaran
terima hadiah ulang tahun,hadiah,kado,pemasukan
gaji pokok sudah cair,gaji,gaji,pemasukan
order opor ayam,makanan,makanan,pengeluaran
ayam geprek di kantor,makanan,makanan,pengeluaran
blei sampo,belanja,kecantikan,pengeluaran
cgv,hiburan,tontonan,pengeluaran
bayar token pln tiap bulan,tagihan,utilitas,pengeluaran
order soda,minuman,jajanan,pengeluaran
pasar tradisional,belanja,harian,pengeluaran
beli pubg mobile,hiburan,game,pengeluaran
blanja peralatan rumah,belanja,harian,pengeluaran
upah harian ke rekening,gaji,gaji,pemasukan
dapat gaji bulanan,gaji,gaji,pemasukan
bayar komisi penjualan ke kantor,tagihan,gaji_pihak3,pengeluaran
belanjja deterjen,belanja,harian,pengeluaran
bayar fisioterapi,kesehatan,prosedur,pengeluaran
beli peralatan rumah di indomaret,belanja,harian,pengeluaran
juara lmoba tak terduga,hadiah,hadiah,pemasukan
beli top up gopay games,hiburan,game,pengeluaran
beli alkohol online,kesehatan,obat,pengeluaran
langganan gym,hiburan,streaming,pengeluaran
blue bird bolak balik,transport,umum,pengeluaran
dapat insentif dari tokopedia,gaji,bonus,pemasukan
kereta api malam,transport,umum,pengeluaran
transfer honor gojek,tagihan,tagihan,pengeluaran
bayar asuransi kesehatan buln lalu,tagihan,asuransi,pengeluaran
dapat tip dri keluarga,hadiah,reward,pemasukan
uang magang ke rekening,gaji,gaji,pemasukan
nonton bioskop weekend,hiburan,tontonan,pengeluaran
shopee food,makanan,makanan,pengeluaran
beli apotek di apotk,kesehatan,apotek,pengeluaran
oat milk latte dingin,minuman,jajanan,pengeluaran
isi solar,transport,pribadi,pengeluaran
bayar gaji staff cash,tagihan,tagihan,pengeluaran
kulo,minuman,jajanan,pengeluaran
beli di chatime,minuman,jajanan,pengeluaran
hadiah giiveaway kemarin,hadiah,hadiah,pemasukan
ke klinik,kesehatan,konsul,pengeluaran
burger,makanan,makanan,pengeluaran
terima komisi penjualan starbucks,gaji,komisi,pemasukan
beli ikan di supermarkket,belanja,belanja,pengeluaran
upah bulanan bulan lalu,gaji,gaji,pemasukan
dapat duit kemarin,hadiah,sumbangan,pemasukan
minum teh manis,minuman,jajanan,pengeluaran
beli di kedai kopi,makanan,makanan,pengeluaran
bayar cicilan,tagihan,kredit,pengeluaran
naik kereta cepat ke gym,transport,umum,pengeluaran
makan sederhana,makanan,makanan,pengeluaran
dapat insentif starbucks,gaji,bonus,pemasukan
order kopi,minuman,jajanan,pengeluaran
jajan soto ayam,makanan,makanan,pengeluaran
upah bulanan bulan llu,gaji,gaji,pemasukan
gaji freelance bulan lalu,gaji,gaji,pemasukan
sushi di kantor,makanan,makanan,pengeluaran
latte,minuman,jajanan,pengeluaran
dikasih duit dr keluarga,hadiah,sumbangan,pemasukan
beli mainan di supermarket,belanja,harian,pengeluaran
dapat doorprize dr om,hadiah,undian,pemasukan
makan nasi campur,makanan,makanan,pengeluaran
kentang goreng di mall,makanan,makanan,pengeluaran
nerima gai harian,gaji,gaji,pemasukan
makan di es teler 77,makanan,makanan,pengeluaran
isi pulsa,tagihan,internet_pulsa,pengeluaran
minuman energi sorre tadi,minuman,jajanan,pengeluaran
tamaan wisata ke jgoja,hiburan,liburan,pengeluaran
belanja famiily mart,belanja,belanja,pengeluaran
oat batuk tiap bulan,kesehatan,kesehatan,pengeluaran
order susu,minuman,jajanan,pengeluaran
kado uaang dr teman,hadiah,kado,pemasukan
masuk fee dri tomoro,gaji,komisi,pemasukan
pulsa xl,tagihan,internet_pulsa,pengeluaran
beli minuman thai milk tea,minuman,jajanan,pengeluaran
upah dari klien,gaji,gaji,pemasukan
mennng undian daari om,hadiah,undian,pemasukan
kopi dingin,minuman,jajanan,pengeluaran
biznet,tagihan,internet_pulsa,pengeluaran
klinik,kesehatan,konsul,pengeluaran
masuk aslary,gaji,gaji,pemasukan
beli resep langganan,kesehatan,kesehatan,pengeluaran
belli tiket xxi,hiburan,tontonan,pengeluaran
naik busway ke terminal,transport,umum,pengeluaran
paket data tellkomsel,tagihan,internet_pulsa,pengeluaran
frist media tiap bulan,tagihan,tagihan,pengeluaran
nasi uduuk,makanan,makanan,pengeluaran
thr dari klien,gaji,bonus,pemasukan
tiket pertandingan rame-rame,hiburan,tontonan,pengeluaran
rezeki nomplok dari atnte,hadiah,sumbangan,pemasukan
spooring,transport,transport,pengeluaran
prealatan rmah bukalapak,belanja,online_shop,pengeluaran
gocar ke mall,transport,online,pengeluaran
beli pket internnet,tagihan,tagihan,pengeluaran
gaji via transfer dr proyek,gaji,gaji,pemasukan
superindo,belanja,belanja,pengeluaran
langagnan bowling,hiburan,aktivitas,pengeluaran
bajaj ke rumah sakit,transport,transport,pengeluaran
cinemaxx bareng keluarga,hiburan,tontonan,pengeluaran
beli topi,belanja,fashion,pengeluaran
tagihan inetrnet,tagihan,tagihan,pengeluaran
beli kaos di tokopedia,belanja,fashion,pengeluaran
iuran sampah tiap ublan,tagihan,iuran,pengeluaran
bayar langgannan internet,tagihan,tagihan,pengeluaran
bayar asuransi jiwa bulanan,tagihan,asuransi,pengeluaran
beli alat mkan,belanja,belanja,pengeluaran
lemon tea take away,minuman,jajanan,pengeluaran
beli buah di pasar,belanja,harian,pengeluaran
ramen di food court,makanan,makanan,pengeluaran
membayar honor pembicara,tagihan,tagihan,pengeluaran
vitain d langganan,kesehatan,kesehatan,pengeluaran
bayar komisi sales bulanan,tagihan,gaji_pihak3,pengeluaran
naik blue bird ke kampus,transport,umum,pengeluaran
bihun,makanan,makanan,pengeluaran
steak di warteg,makanan,makanan,pengeluaran
beri gaji pegawai,tagihan,gaji_pihak3,pengeluaran
beli minuman jus alpukat,minuman,jajanan,pengeluaran
dapat tip dari keluarga,hadiah,reward,pemasukan
hadiah dr keluarga,hadiah,hadiah,pemasukan
pean sate ayam,makanan,makanan,pengeluaran
beli makeup di shopee,belanja,kecantikan,pengeluaran
sate padang malam ini,makanan,makanan,pengeluaran
bus ke pasar,transport,umum,pengeluaran
naik grab motor,transport,online,pengeluaran
beli hadiah,belanja,belanja,pengeluaran
membayar fee vendor tiap bulan,tagihan,gaji_pihak3,pengeluaran
gaji tetap sudah cair,gaji,gaji,pemasukan
langganan streaming bulanan,hiburan,streaming,pengeluaran
baar kos bulan llu,tagihan,sewa,pengeluaran
kopi di kantor,minuman,jajanan,pengeluaran
mainan bukalapak,belanja,online_shop,pengeluaran
suah terima pendapatan,gaji,gaji,pemasukan
pesan mnman yakult,minuman,minuman,pengeluaran
cicilan bulan lalu,tagihan,kredit,pengeluaran
uang warisan tak etrduga,hadiah,sumbangan,pemasukan
tagihan air bulan lallu,tagihan,utilitas,pengeluaran
menng undian,hadiah,undian,pemasukan
terima gaji dari proyek,gaji,gaji,pemasukan
dapat bayaran dari tomoro coffee,gaji,gaji,pemasukan
kirim ke gaji asissten,tagihan,tagihan,pengeluaran
soto betawi di rumah makan,makanan,makanan,pengeluaran
dapat duit dari sauara,hadiah,sumbangan,pemasukan
beli paracetamol di apotek,kesehatan,apotek,pengeluaran
tunjangan jabatan,gaji,bonus,pemasukan
sandal blibli,belanja,fashion,pengeluaran
periksa di cek lab,kesehatan,prosedur,pengeluaran
baju shopee,belanja,fashion,pengeluaran
peralatan dpaur bukalapak,belanja,online_shop,pengeluaran
bayar fee ke grrab,tagihan,gaji_pihak3,pengeluaran
dappat ahdaih,hadiah,hadiah,pemasukan
jajan lontng sayur,makanan,makanan,pengeluaran
bayar hbo go,hiburan,streaming,pengeluaran
terima komisi proyek agen,gaji,komisi,pemasukan
dapat insentif dari klien,gaji,bonus,pemasukan
bayar wifi bulan lalu,tagihan,internet_pulsa,pengeluaran
servce mobil,transport,transport,pengeluaran
siomay di kantor,makanan,jajanan,pengeluaran
dapat duit dari tante,hadiah,sumbangan,pemasukan
beli resep online,kesehatan,kesehatan,pengeluaran
pesan pecel ayam di food court,makanan,makanan,pengeluaran
ojol ke seoklah,transport,online,pengeluaran
beli tissue di paasar,belanja,harian,pengeluaran
pesan minuman es kopi susu,minuman,jajanan,pengeluaran
citilink pulang kampung,transport,pesawat,pengeluaran
dapet bonus dari atasan,gaji,bonus,pemasukan
pesan minuman kelapa muda,minuman,minuman,pengeluaran
tiket xxi rame-rame,hiburan,tontonan,pengeluaran
paket data indosat,tagihan,internet_pulsa,pengeluaran
aksesoris hp,belanja,elektronik,pengeluaran
beli pulsa three,tagihan,internet_pulsa,pengeluaran
nasi bakar di kantin,makanan,makanan,pengeluaran
beli alat tulis di indomaret,belanja,harian,pengeluaran
biaya rawat inap,kesehatan,prosedur,pengeluaran
terima bayaran grab,gaji,gaji,pemasukan
belanja di hypermarket,belanja,belanja,pengeluaran
kirim ke upah buruh,tagihan,tagihan,pengeluaran
beli vitamin di apotek,kesehatan,apotek,pengeluaran
bantuan keluarga,hadiah,hadiah,pemasukan
order cold brew,minuman,jajanan,pengeluaran
bayar fisoterapi,kesehatan,kesehatan,pengeluaran
langganaan disney,hiburan,streaming,pengeluaran
dapet honor dr agen,gaji,komisi,pemasukan
nnton bioskop,hiburan,tontonan,pengeluaran
topi tokopedia,belanja,fashion,pengeluaran
bioskop bareng keeluarga,hiburan,tontonan,pengeluaran
burger bareng teman,makanan,makanan,pengeluaran
pesan minuman thai tea,minuman,jajanan,pengeluaran
mie goreng,makanan,makanan,pengeluaran
ngopi bajigur,minuman,jajanan,pengeluaran
bayar tagihan wifi bulan ini,tagihan,internet_pulsa,pengeluaran
bayar etoll,transport,pribadi,pengeluaran
blei makeup di blibli,belanja,kecantikan,pengeluaran
ojek online ke pasar,transport,online,pengeluaran
bayar kartu kredit bulanan,tagihan,kredit,pengeluaran
terima gaji dr proyek,gaji,gaji,pemasukan
ebli vitamin langganan,kesehatan,obat,pengeluaran
menang undian dari om,hadiah,undian,pemasukan
membayar bonus karyawan cash,tagihan,gaji_pihak3,pengeluaran
beli laptop,belanja,elektronik,pengeluaran
kirim ke gaji asisten bulan ini,tagihan,gaji_pihak3,pengeluaran
cahrger lazada,belanja,online_shop,pengeluaran
transfer gaji pkerja,tagihan,tagihan,pengeluaran
tunjangan dari kantor,gaji,bonus,pemasukan
bayar wifi bulanan,tagihan,internet_pulsa,pengeluaran
masuk komisi penjualan shopee,gaji,komisi,pemasukan
kasih insentif ke mitra,tagihan,gaji_pihak3,pengeluaran
sbscribe lngganan spotify,hiburan,streaming,pengeluaran
makan pagi di kantor,makanan,makanan,pengeluaran
isi bensin motor,transport,pribadi,pengeluaran
uang nikah,hadiah,hadiah,pemasukan
gajian komisi reseller via transfer,tagihan,gaji_pihak3,pengeluaran
gajian bayaran tukang,tagihan,tagihan,pengeluaran
wisata ke jogja,hiburan,liburan,pengeluaran
pon reward dari teman,hadiah,reward,pemasukan
airasia ke jakarta,transport,pesawat,pengeluaran
service mobil,transport,transport,pengeluaran
odta 2 bulanan,hiburan,hiburan,pengeluaran
fee freelance dari bos,gaji,komisi,pemasukan
traktiran balik ulang tahun,hadiah,reward,pemasukan
kpr bullanan,tagihan,tagihan,pengeluaran
pemasukan gaji,gaji,gaji,pemasukan
keyboard,belanja,elektronik,pengeluaran
bayar ke tomoro coffee bayaran,tagihan,tagihan,pengeluaran
shopee food seafood,makanan,makanan,pengeluaran
tempe goreng siang tadi,makanan,jajanan,pengeluaran
hoel booking,hiburan,hiburan,pengeluaran
bei paracetamol online,kesehatan,obat,pengeluaran
beli jaket di indomaret,belanja,fashion,pengeluaran
ngopi es kelapa,minuman,jajanan,pengeluaran
pesan minuman brown sugar boba,minuman,jajanan,pengeluaran
ojek online ke kantor,transport,online,pengeluaran
beli hp di inodmaret,belanja,elektronik,pengeluaran
bayar tagihan listrik bulanan,tagihan,utilitas,pengeluaran
upah lembur dr proyek,gaji,komisi,pemasukan
kasih komisi ke shopee,tagihan,gaji_pihak3,pengeluaran
parkir motor,transport,pribadi,pengeluaran
ke puskesmas,kesehatan,konsul,pengeluaran
isi paket adta xl,tagihan,tagihan,pengeluaran
naik grab car ke stasiun,transport,online,pengeluaran
beli watson di kimia farma,kesehatan,apotek,pengeluaran
main bowling,hiburan,aktivitas,pengeluaran
uannng saku dari asuudara,hadiah,hadiah,pemasukan
beli minuman kopi susu,minuman,jajanan,pengeluaran
beli seafood di kantin,makanan,makanan,pengeluaran
uang warisan ulang tahun,hadiah,sumbangan,pemasukan
nasi campur bareng teman,makanan,makanan,pengeluaran
rawon di restoran,makanan,makanan,pengeluaran
beli sate padang di food court,makanan,makanan,pengeluaran
pesan mnman energi,minuman,jajanan,pengeluaran
masuk bayaran dari grab,gaji,gaji,pemasukan
diterima fee proyek,gaji,komisi,pemasukan
sae ayam pagi tadi,makanan,makanan,pengeluaran
penghasilan bulann bln ini,gaji,gaji,pemasukan
transfer ke gojek komisi proyek,tagihan,gaji_pihak3,pengeluaran
probiotik bulanan,kesehatan,obat,pengeluaran
gaji bulan ini ke rekening,gaji,gaji,pemasukan
bayaran freelance dr bos,gaji,gaji,pemasukan
beli oximeter di century,kesehatan,obat,pengeluaran
jus jeruk take away,minuman,jajanan,pengeluaran
naik grab car,transport,online,pengeluaran
taksi online ke bengkel,transport,umum,pengeluaran
beli elektronik di mall,belanja,elektronik,pengeluaran
order bubur ayam,makanan,makanan,pengeluaran
taksi online,transport,umum,pengeluaran
capcay di mall,makanan,makanan,pengeluaran
gajian fee vendor,tagihan,gaji_pihak3,pengeluaran
tripod,belanja,elektronik,pengeluaran
byr cicilan mobil bulan lalu,tagihan,kredit,pengeluaran
beli sabun di lazada,belanja,online_shop,pengeluaran
mobile legends,hiburan,game,pengeluaran
gulai di kantor,makanan,makanan,pengeluaran
staycation,hiburan,hiburan,pengeluaran
naiik grabcar,transport,online,pengeluaran
ojol sore,transport,online,pengeluaran
mkn kentang goreng,makanan,makanan,pengeluaran
kirim ke uang lembur karyawan,tagihan,tagihan,pengeluaran
cashback gopay dr saudara,hadiah,reward,pemasukan
gorengan di mall,makanan,jajanan,pengeluaran
gaji tetap,gaji,gaji,pemasukan
bayaran kerja bulan ini,gaji,gaji,pemasukan
kasih thr pegawai,tagihan,tagihan,pengeluaran
beli jus mangga,minuman,jajanan,pengeluaran
bayar antigen,kesehatan,prosedur,pengeluaran
kasih insentif tokopedia,tagihan,gaji_pihak3,pengeluaran
belanja perlatan dapur,belanja,belanja,pengeluaran
angpau dr keluarga,hadiah,kado,pemasukan
dapat rezeki lebaran,hadiah,sumbangan,pemasukan
bayaran dari proyk,gaji,gaji,pemasukan
kirim honor ke tokopedia,tagihan,tagihan,pengeluaran
kemeja lazada,belanja,fashion,pengeluaran
opin rewarrd,hadiah,reward,pemasukan
rewrd aplikasi dai teeman,hadiah,reward,pemasukan
beli sepatu baru,belanja,fashion,pengeluaran
bus ke stasiun,transport,umum,pengeluaran
hero,belanja,harian,pengeluaran
mkn di ayam geprek,makanan,makanan,pengeluaran
transfer komisi ke kantor,tagihan,gaji_pihak3,pengeluaran
emnerima slip gaji,gaji,gaji,pemasukan
beli ikan di supermarket,belanja,harian,pengeluaran
bayar tagihan,tagihan,tagihan,pengeluaran
