title,category,type
pean sate ayam,makanan,pengeluaran
beli makeup di shopee,belanja,pengeluaran
sate padang malam ini,makanan,pengeluaran
bus ke pasar,transport,pengeluaran
naik grab motor,transport,pengeluaran
beli hadiah,belanja,pengeluaran
membayar fee vendor tiap bulan,tagihan,pengeluaran
gaji tetap sudah cair,gaji,pemasukan
langganan streaming bulanan,hiburan,pengeluaran
baar kos bulan llu,tagihan,pengeluaran
kopi di kantor,minuman,pengeluaran
mainan bukalapak,belanja,pengeluaran
suah terima pendapatan,gaji,pemasukan
pesan mnman yakult,minuman,pengeluaran
cicilan bulan lalu,tagihan,pengeluaran
uang warisan tak etrduga,hadiah,pemasukan
tagihan air bulan lallu,tagihan,pengeluaran
menng undian,hadiah,pemasukan
terima gaji dari proyek,gaji,pemasukan
dapat bayaran dari tomoro coffee,gaji,pemasukan
kirim ke gaji asissten,tagihan,pengeluaran
soto betawi di rumah makan,makanan,pengeluaran
dapat duit dari sauara,hadiah,pemasukan
beli paracetamol di apotek,kesehatan,pengeluaran
tunjangan jabatan,gaji,pemasukan
sandal blibli,belanja,pengeluaran
periksa di cek lab,kesehatan,pengeluaran
baju shopee,belanja,pengeluaran
peralatan dpaur bukalapak,belanja,pengeluaran
bayar fee ke grrab,tagihan,pengeluaran
dappat ahdaih,hadiah,pemasukan
jajan lontng sayur,makanan,pengeluaran
bayar hbo go,hiburan,pengeluaran
terima komisi proyek agen,gaji,pemasukan
dapat insentif dari klien,gaji,pemasukan
bayar wifi bulan lalu,tagihan,pengeluaran
servce mobil,transport,pengeluaran
siomay di kantor,makanan,pengeluaran
dapat duit dari tante,hadiah,pemasukan
beli resep online,kesehatan,pengeluaran
pesan pecel ayam di food court,makanan,pengeluaran
ojol ke seoklah,transport,pengeluaran
beli tissue di paasar,belanja,pengeluaran
pesan minuman es kopi susu,minuman,pengeluaran
citilink pulang kampung,transport,pengeluaran
dapet bonus dari atasan,gaji,pemasukan
pesan minuman kelapa muda,minuman,pengeluaran
tiket xxi rame-rame,hiburan,pengeluaran
paket data indosat,tagihan,pengeluaran
aksesoris hp,belanja,pengeluaran
beli pulsa three,tagihan,pengeluaran
nasi bakar di kantin,makanan,pengeluaran
beli alat tulis di indomaret,belanja,pengeluaran
biaya rawat inap,kesehatan,pengeluaran
terima bayaran grab,gaji,pemasukan
belanja di hypermarket,belanja,pengeluaran
kirim ke upah buruh,tagihan,pengeluaran
beli vitamin di apotek,kesehatan,pengeluaran
bantuan keluarga,hadiah,pemasukan
order cold brew,minuman,pengeluaran
bayar fisoterapi,kesehatan,pengeluaran
langganaan disney,hiburan,pengeluaran
dapet honor dr agen,gaji,pemasukan
nnton bioskop,hiburan,pengeluaran
topi tokopedia,belanja,pengeluaran
bioskop bareng keeluarga,hiburan,pengeluaran
burger bareng teman,makanan,pengeluaran
pesan minuman thai tea,minuman,pengeluaran
mie goreng,makanan,pengeluaran
ngopi bajigur,minuman,pengeluaran
bayar tagihan wifi bulan ini,tagihan,pengeluaran
bayar etoll,transport,pengeluaran
blei makeup di blibli,belanja,pengeluaran
ojek online ke pasar,transport,pengeluaran
bayar kartu kredit bulanan,tagihan,pengeluaran
terima gaji dr proyek,gaji,pemasukan
ebli vitamin langganan,kesehatan,pengeluaran
menang undian dari om,hadiah,pemasukan
membayar bonus karyawan cash,tagihan,pengeluaran
beli laptop,belanja,pengeluaran
kirim ke gaji asisten bulan ini,tagihan,pengeluaran
cahrger lazada,belanja,pengeluaran
transfer gaji pkerja,tagihan,pengeluaran
tunjangan dari kantor,gaji,pemasukan
bayar wifi bulanan,tagihan,pengeluaran
masuk komisi penjualan shopee,gaji,pemasukan
kasih insentif ke mitra,tagihan,pengeluaran
sbscribe lngganan spotify,hiburan,pengeluaran
makan pagi di kantor,makanan,pengeluaran
isi bensin motor,transport,pengeluaran
uang nikah,hadiah,pemasukan
gajian komisi reseller via transfer,tagihan,pengeluaran
gajian bayaran tukang,tagihan,pengeluaran
wisata ke jogja,hiburan,pengeluaran
pon reward dari teman,hadiah,pemasukan
airasia ke jakarta,transport,pengeluaran
service mobil,transport,pengeluaran
odta 2 bulanan,hiburan,pengeluaran
fee freelance dari bos,gaji,pemasukan
traktiran balik ulang tahun,hadiah,pemasukan
kpr bullanan,tagihan,pengeluaran
pemasukan gaji,gaji,pemasukan
keyboard,belanja,pengeluaran
bayar ke tomoro coffee bayaran,tagihan,pengeluaran
shopee food seafood,makanan,pengeluaran
tempe goreng siang tadi,makanan,pengeluaran
hoel booking,hiburan,pengeluaran
bei paracetamol online,kesehatan,pengeluaran
beli jaket di indomaret,belanja,pengeluaran
ngopi es kelapa,minuman,pengeluaran
pesan minuman brown sugar boba,minuman,pengeluaran
ojek online ke kantor,transport,pengeluaran
beli hp di inodmaret,belanja,pengeluaran
bayar tagihan listrik bulanan,tagihan,pengeluaran
upah lembur dr proyek,gaji,pemasukan
kasih komisi ke shopee,tagihan,pengeluaran
parkir motor,transport,pengeluaran
ke puskesmas,kesehatan,pengeluaran
isi paket adta xl,tagihan,pengeluaran
naik grab car ke stasiun,transport,pengeluaran
beli watson di kimia farma,kesehatan,pengeluaran
main bowling,hiburan,pengeluaran
uannng saku dari asuudara,hadiah,pemasukan
beli minuman kopi susu,minuman,pengeluaran
beli seafood di kantin,makanan,pengeluaran
uang warisan ulang tahun,hadiah,pemasukan
nasi campur bareng teman,makanan,pengeluaran
rawon di restoran,makanan,pengeluaran
beli sate padang di food court,makanan,pengeluaran
pesan mnman energi,minuman,pengeluaran
masuk bayaran dari grab,gaji,pemasukan
diterima fee proyek,gaji,pemasukan
sae ayam pagi tadi,makanan,pengeluaran
penghasilan bulann bln ini,gaji,pemasukan
transfer ke gojek komisi proyek,tagihan,pengeluaran
probiotik bulanan,kesehatan,pengeluaran
gaji bulan ini ke rekening,gaji,pemasukan
bayaran freelance dr bos,gaji,pemasukan
beli oximeter di century,kesehatan,pengeluaran
jus jeruk take away,minuman,pengeluaran
naik grab car,transport,pengeluaran
taksi online ke bengkel,transport,pengeluaran
beli elektronik di mall,belanja,pengeluaran
order bubur ayam,makanan,pengeluaran
taksi online,transport,pengeluaran
capcay di mall,makanan,pengeluaran
gajian fee vendor,tagihan,pengeluaran
tripod,belanja,pengeluaran
byr cicilan mobil bulan lalu,tagihan,pengeluaran
beli sabun di lazada,belanja,pengeluaran
mobile legends,hiburan,pengeluaran
gulai di kantor,makanan,pengeluaran
staycation,hiburan,pengeluaran
naiik grabcar,transport,pengeluaran
ojol sore,transport,pengeluaran
mkn kentang goreng,makanan,pengeluaran
kirim ke uang lembur karyawan,tagihan,pengeluaran
cashback gopay dr saudara,hadiah,pemasukan
gorengan di mall,makanan,pengeluaran
gaji tetap,gaji,pemasukan
bayaran kerja bulan ini,gaji,pemasukan
kasih thr pegawai,tagihan,pengeluaran
beli jus mangga,minuman,pengeluaran
bayar antigen,kesehatan,pengeluaran
kasih insentif tokopedia,tagihan,pengeluaran
belanja perlatan dapur,belanja,pengeluaran
angpau dr keluarga,hadiah,pemasukan
dapat rezeki lebaran,hadiah,pemasukan
bayaran dari proyk,gaji,pemasukan
kirim honor ke tokopedia,tagihan,pengeluaran
kemeja lazada,belanja,pengeluaran
opin rewarrd,hadiah,pemasukan
rewrd aplikasi dai teeman,hadiah,pemasukan
beli sepatu baru,belanja,pengeluaran
bus ke stasiun,transport,pengeluaran
hero,belanja,pengeluaran
mkn di ayam geprek,makanan,pengeluaran
transfer komisi ke kantor,tagihan,pengeluaran
emnerima slip gaji,gaji,pemasukan
beli ikan di supermarket,belanja,pengeluaran
bayar tagihan,tagihan,pengeluaran
dapat sumbangan dari tante,hadiah,pemasukan
super air jet ke makassar,transport,pengeluaran
tiket masuk,hiburan,pengeluaran
minyak ikan tip bulan,kesehatan,pengeluaran
uanng dari orang tua,hadiah,pemasukan
membayar thr pegawai cash,tagihan,pengeluaran
bayyar wetv,hiburan,pengeluaran
dapat rezeki tak terduga,hadiah,pemasukan
bajaj tiap hari,transport,pengeluaran
chatime,minuman,pengeluaran
bayar langganan tol,transport,pengeluaran
warisan dari keluarga,hadiah,pemasukan
boba,minuman,pengeluaran
gaji ke rekening bulan lalu,gaji,pemasukan
le minerale,minuman,pengeluaran
mrt ke terminal,transport,pengeluaran
pesan indomie,makanan,pengeluaran
periksa psikiater,kesehatan,pengeluaran
dapat warisan dari keluarga,hadiah,pemasukan
commuter line ke rumah sakit,transport,pengeluaran
isi pertamax turbo,transport,pengeluaran
es kopi susu less sugar,minuman,pengeluaran
upah lembur dari bos,gaji,pemasukan
stroom listrrik bulan lalu,tagihan,pengeluaran
mkn di pizza hut,makanan,pengeluaran
diteriima upah bulanan,gaji,pemasukan
minum soda,minuman,pengeluaran
nerima komisi dari gojek,gaji,pemasukan
ketupat di mall,makanan,pengeluaran
pizza malam ini,makanan,pengeluaran
terima hadiah kemarin,hadiah,pemasukan
beli parfum baru,belanja,pengeluaran
watosn langganan,kesehatan,pengeluaran
bayar indihome,tagihan,pengeluaran
dapat rezei,hadiah,pemasukan
uang jajan dari oru,hadiah,pemasukan
vitamin c rtuin,kesehatan,pengeluaran
garuda ke surabaya,transport,pengeluaran
cashback shopee ulang tahun,hadiah,pemasukan
nonton bla,hiburan,pengeluaran
top up gamme,hiburan,pengeluaran
pesan minuman air putih,minuman,pengeluaran
nerima upah harian,gaji,pemasukan
membayar gaji pekerja,tagihan,pengeluaran
beli di warteg,makanan,pengeluaran
beli viatmin di guardian,kesehatan,pengeluaran
beli vitamin c di century,kesehatan,pengeluaran
tiket cgv weekend,hiburan,pengeluaran
enrima komisi penjualan,gaji,pemasukan
anik lrt,transport,pengeluaran
maakn di mcdonald,makanan,pengeluaran
bayar konrakan,tagihan,pengeluaran
vidio,hiburan,pengeluaran
celana blibli,belanja,pengeluaran
makan rawon di restoran,makanan,pengeluaran
bayar premi asuransi,tagihan,pengeluaran
biaya klinik,kesehatan,pengeluaran
pesan jus buah,minuman,pengeluaran
menang givveaway dari keluraga,hadiah,pemasukan
nonton konser muik,hiburan,pengeluaran
beli pralatan rumah di mall,belanja,pengeluaran
bonus kinerja dari perusahaan,gaji,pemasukan
terima komisi dari mitra,gaji,pemasukan
service motor,transport,pengeluaran
langganan hbo,hiburan,pengeluaran
nerima upah proyek,gaji,pemasukan
konsultasi dookter,kesehatan,pengeluaran
langganan intenet bulanan,tagihan,pengeluaran
konsultasi scaling,kesehatan,pengeluaran
bayar ke perusahaan insentif,tagihan,pengeluaran
order gofood,makanan,pengeluaran
terima penghasilan bulanan,gaji,pemasukan
bakso pagi tadi,makanan,pengeluaran
cuci motor,transport,pengeluaran
beli beras,belanja,pengeluaran
es kopi susu,minuman,pengeluaran
pesan makan capcay siang tadi,makanan,pengeluaran
pulsa,tagihan,pengeluaran
beli bbm,transport,pengeluaran
kemeja bukalapak,belanja,pengeluaran
transfer ke gaji asisten mingguan,tagihan,pengeluaran
beli topi di lazada,belanja,pengeluaran
naik bus trans ke gym,transport,pengeluaran
pesan makan mie gacoan,makanan,pengeluaran
seafood,makanan,pengeluaran
beli fanta,minuman,pengeluaran
beli paracetamol,kesehatan,pengeluaran
tiiket xxi,hiburan,pengeluaran
kirim bonus shopee,tagihan,pengeluaran
ngopi americno,minuman,pengeluaran
dufan sama keluarga,hiburan,pengeluaran
byr indihome bulan ini,tagihan,pengeluaran
reward aplikasi ulang tahun,hadiah,pemasukan
kirim ke gaji pembantu,tagihan,pengeluaran
menerima insentif,gaji,pemasukan
beli sabun mandi di pasar,belanja,pengeluaran
sego di mall,makanan,pengeluaran
es campur dingin,minuman,pengeluaran
byr bpjs mandiri,tagihan,pengeluaran
belanja hypermarket,belanja,pengeluaran
pemasukan gaji dari bos,gaji,pemasukan
bayar terapi,kesehatan,pengeluaran
bayar kinik,kesehatan,pengeluaran
kemeja blibli,belanja,pengeluaran
bayar deezr,hiburan,pengeluaran
gaaji bulan ini cair,gaji,pemasukan
gjai harian ke rekening,gaji,pemasukan
bayar psikoloog,kesehatan,pengeluaran
subsribe ivdio,hiburan,pengeluaran
tunjangan makan dari bos,gaji,pemasukan
diterima pendapatan,gaji,pemasukan
kirim komisi penjualan ke starbucks,tagihan,pengeluaran
pket data by.u,tagihan,pengeluaran
batagor di warteg,makanan,pengeluaran
kuota smartfren,tagihan,pengeluaran
langgannan yoga,hiburan,pengeluaran
disney plus,hiburan,pengeluaran
minum smoothie,minuman,pengeluaran
makan warung teggal,makanan,pengeluaran
pemasukan gaji dari proyek,gaji,pemasukan
ngasih gaji pembantu,tagihan,pengeluaran
langganan straeming,hiburan,pengeluaran
beli ngisi bensn,transport,pengeluaran
fish n chips malam ini,makanan,pengeluaran
thgn air,tagihan,pengeluaran
diterima bonus taunan,gaji,pemasukan
bayar prime video,hiburan,pengeluaran
bayar wifi bluanan,tagihan,pengeluaran
dapat honor dari bos,gaji,pemasukan
nerima pnghasilan,gaji,pemasukan
beli sampo di supemarket,belanja,pengeluaran
salary bulan ini,gaji,pemasukan
beli jaket di bukalapak,belanja,pengeluaran
kirim bayaran tukang bulanan,tagihan,pengeluaran
tiket nnton pertanndingan,hiburan,pengeluaran
beli makanan sarapan,makanan,pengeluaran
dapat thr ulang tahun,hadiah,pemasukan
masuk fee freelance,gaji,pemasukan
subscribe lngganan spotify,hiburan,pengeluaran
bayar cicilan motor bluan lalu,tagihan,pengeluaran
beli air mineral,minuman,pengeluaran
nerima bonus dari peursahaan,gaji,pemasukan
sumbangan dari ortu,hadiah,pemasukan
roblox,hiburan,pengeluaran
bayar busway,transport,pengeluaran
bayar ke tomoro coffee komisi proyek,tagihan,pengeluaran
beli kosmetik di tokopedia,belanja,pengeluaran
dapat gaji masuk,gaji,pemasukan
beli pakaian,belanja,pengeluaran
ngasih thr pegawai via transfer,tagihan,pengeluaran
bayar youtube premium,hiburan,pengeluaran
bayar kas rt,tagihan,pengeluaran
cashback shopee dari saudara,hadiah,pemasukan
transfer ke perusahaan komisi,tagihan,pengeluaran
cinemaxx akhir pekan,hiburan,pengeluaran
pesan cappuccino,minuman,pengeluaran
commuter line,transport,pengeluaran
pubg mobbile bulanan,hiburan,pengeluaran
beli hp baru,belanja,pengeluaran
jus jeruk sambil nugas,minuman,pengeluaran
menerima upah harian,gaji,pemasukan
uang sakku,hadiah,pemasukan
kasih insentif ke starbucks,tagihan,pengeluaran
kado uang dari saudara,hadiah,pemasukan
tiket xxi sama teman,hiburan,pengeluaran
terma hadiah lebaran,hadiah,pemasukan
kaos,belanja,pengeluaran
gaji ke 13,gaji,pemasukan
dapat warisan tadi,hadiah,pemasukan
beli topi di shopeee,belanja,pengeluaran
abyran felance,gaji,pemasukan
jajan nasi liet bareng teman,makanan,pengeluaran
sudah terima gaji mingguan,gaji,pemasukan
bensin mbil,transport,pengeluaran
peasn makan pempek,makanan,pengeluaran
jajn dimsum,makanan,pengeluaran
tiket nonton film,hiburan,pengeluaran
cgv sama teman,hiburan,pengeluaran
gajin dari proyek,gaji,pemasukan
minum minuman energi,minuman,pengeluaran
diterima gaji lembur,gaji,pemasukan
ayam goreng di kantor,makanan,pengeluaran
bayar air,tagihan,pengeluaran
bahan bakar motor,transport,pengeluaran
dpaat tip dari ortu,hadiah,pemasukan
dapat transferan tadi,hadiah,pemasukan
jajan ayam geprek,makanan,pengeluaran
keranjang tokopedia,belanja,pengeluaran
goride ke bandara,transport,pengeluaran
ngopi es doger,minuman,pengeluaran
baar kos bulan lalu,tagihan,pengeluaran
tunjangan maakn cair,gaji,pemasukan
beli peralatan dapur baru,belanja,pengeluaran
uang warisan luang tahun,hadiah,pemasukan
makan di sate kambing,makanan,pengeluaran
beli plester di guardian,kesehatan,pengeluaran
rejeki,hadiah,pemasukan
dapet honor dari agen,gaji,pemasukan
dapat gaji dr proyek,gaji,pemasukan
gaji karyawan,gaji,pemasukan
nonton bareng keluarga,hiburan,pengeluaran
byr spotify,hiburan,pengeluaran
iuran,tagihan,pengeluaran
go car,transport,pengeluaran
terima thr ulang tahun,hadiah,pemasukan
beli obat flu di century,kesehatan,pengeluaran
naik ojek online,transport,pengeluaran
by.u,tagihan,pengeluaran
beanja di giant,belanja,pengeluaran
pesan minuman bubble tea,minuman,pengeluaran
naik angkot ke rumah sakit,transport,pengeluaran
doorprize,hadiah,pemasukan
dapat bayaan atasan,gaji,pemasukan
indriver,transport,pengeluaran
kenangan signature,minuman,pengeluaran
masuk komisi proyek dr mitra,gaji,pemasukan
hokben,makanan,pengeluaran
brei bonus tim bulanan,tagihan,pengeluaran
soto ayam bareng teman,makanan,pengeluaran
sepatu bilbli,belanja,pengeluaran
cap cay bareng keluarga,makanan,pengeluaran
sewa yoga,hiburan,pengeluaran
perpanjang langganan diseny,hiburan,pengeluaran
smoothie di kantor,minuman,pengeluaran
bayar air tiap bualn,tagihan,pengeluaran
isi bbm,transport,pengeluaran
beli milk tea,minuman,pengeluaran
sop iga di kantin,makanan,pengeluaran
pdam bulanan,tagihan,pengeluaran
pesan makan sarapan,makanan,pengeluaran
beli samo,belanja,pengeluaran
badminon mingguan,hiburan,pengeluaran
asuransi ijwa bulanan,tagihan,pengeluaran
mie goreng pagi tadi,makanan,pengeluaran
minan alzada,belanja,pengeluaran
beli kado buat teman,belanja,pengeluaran
baayar kartu kredit bulanan,tagihan,pengeluaran
traveloka hotel,hiburan,pengeluaran
dapat doorprize dari saudara,hadiah,pemasukan
cek kesehatan,kesehatan,pengeluaran
rooti bakar siang tadi,makanan,pengeluaran
upah kerja dari bos,gaji,pemasukan
indomaret snack,makanan,pengeluaran
kirim ke gaji freelancer acsh,tagihan,pengeluaran
kado buat teman,belanja,pengeluaran
perpanjang iqiyyi,hiburan,pengeluaran
kaos tokopedia,belanja,pengeluaran
biiaya bowling,hiburan,pengeluaran
peralatan rumah tokopedia,belanja,pengeluaran
sewa kammar,tagihan,pengeluaran
pertamax turbo motor,transport,pengeluaran
es jeruk sore tadi,minuman,pengeluaran
angsuran motor,tagihan,pengeluaran
tiket pesawat,transport,pengeluaran
byr komisi penjualan ke tomoro coffee,tagihan,pengeluaran
beli minyak ikan di kima farma,kesehatan,pengeluaran
airasia ke medan,transport,pengeluaran
thai tea take away,minuman,pengeluaran
obat flu bulanan,kesehatan,pengeluaran
kirim uang lembur karyawan,tagihan,pengeluaran
hibh lebaran,hadiah,pemasukan
beli espresso,minuman,pengeluaran
paket thee,tagihan,pengeluaran
nerima komisi proyek dr shopee,gaji,pemasukan
byr premi asuransi,tagihan,pengeluaran
beli makanan rawon,makanan,pengeluaran
doorprize ulang tahun,hadiah,pemasukan
minuman eneergi,minuman,pengeluaran
minum jus buah,minuman,pengeluaran
cgv bareng keluarga,hiburan,pengeluaran
beli masker medis di century,kesehatan,pengeluaran
renang,hiburan,pengeluaran
ordeer kopi,minuman,pengeluaran
belanja giant,belanja,pengeluaran
